
		/////////////////////////////////////////////////////////////////////////////////////////////////
        //                                                                                             //
        //      Need Help? The Trader Mod has its own Channel on the DayZ Modders Discord Server!      //
        //                                                                                             //
        //      Only Singleline Comments work. Don't use Multiline Comments!                           //
        //      /* THIS COMMENT WILL CRASH THE SERVER! */                                              //
        //      // THIS COMMENT WORKS!                                                                 //
        //                                                                                             //
        /////////////////////////////////////////////////////////////////////////////////////////////////

<CurrencyName> Euro
	<Currency> Euro, 1
	<Currency> Euro5, 5
	<Currency> Euro10, 10
	<Currency> Euro20, 20
	<Currency> Euro50, 50
	<Currency> Euro100, 100

<Trader> Food & Medical Trader // ID=0
	<Category> Vegetables
		Plum,										*,			30,			A
	<Category> Shoes & Boots
		CombatBoots_Grey,							*,			125,		A
		CombatBoots_Beige,							*,			125,		A
		CombatBoots_Brown,							*,			125,		A
		CombatBoots_Black,							*,			125,		A
		CombatBoots_Green,							*,			125,		A
		JungleBoots_Beige,							*,			150,		A
		JungleBoots_Brown,							*,			150,		A
		JungleBoots_Black,							*,			150,		A
		JungleBoots_Olive,							*,			150,		A
		JungleBoots_Green,							*,			150,		A
		TTSKOBoots,									*,			150,		A
		MilitaryBoots_Redpunk,						*,			185,		A
		MilitaryBoots_Bluerock,						*,			185,		A
		MilitaryBoots_Beige,						*,			185,		A
		MilitaryBoots_Brown,						*,			185,		A
		MilitaryBoots_Black,						*,			185,		A
	<Category> Ghillie
		// Keep in Mind that Players can also 
		// craft Ghillie Clothing and sell them!
		GhillieAtt_Mossy,							*,			220,		A
		GhillieAtt_Tan,								*,			220,		A
		GhillieAtt_Woodland,						*,			220,		A
		MassWinterGhillieWrap,						*,			220,		A
		GhillieHood_Mossy,							*,			220,		A
		GhillieHood_Tan,							*,			220,		A
		GhillieHood_Woodland,						*,			220,		A
		MassGhillieHood_Woodland,					*,			220,		A
		MassGhillieHood_Snowy,						*,			220,		A
		MassGhillieHoodMossy,						*,			220,		A
		MassGhillieHood_Woodland,					*,			220,		A
		MassGhillieHood_Snowy,						*,			220,		A
		MassGhillieHoodMossy,						*,			220,		A
		GhillieBushrag_Mossy,						*,			400,		A
		GhillieBushrag_Tan,							*,			400,		A
		GhillieBushrag_Woodland,					*,			400,		A
		GhillieTop_Mossy,							*,			600,		A
		GhillieTop_Tan,								*,			600,		A
		GhillieTop_Woodland,						*,			600,		A
		MassGhillieTopWoodland,						*,			600,		A
		MassGhillieTopMossy,						*,			600,		A
		MassGhillieTopSnow,							*,			600,		A
		GhillieSuit_Mossy,							*,			600,		A
		GhillieSuit_Tan,							*,			600,		A
		GhillieSuit_Woodland,						*,			600,		A
		MassGhillieSuitWoodland,					*,			600,		A
		MassGhillieSuitMossy,						*,			600,		A
		MassGhillieSuitSnow,						*,			600,		A
		MassGhillieSuitBoxWoodland,					*,			600,		A
		MassGhillieSuitBoxMossy,					*,			600,		A
		MassGhillieSuitBoxWinter,					*,			600,		A
		MassGhillieTopBoxWoodland,					*,			600,		A
		MassGhillieTopBoxWinter,					*,			600,		A
		MassGhillieTopBoxMossy,						*,			600,		A
	<Category> Holsters, Pouches & Slings
		ChestHolster,								*,			120,		A
		PlateCarrierHolster,						*,			120,		A
		MassPlateCarrierHolster_Black,				*,			120,		A
		MassPlateCarrierHolster_PartizanM,			*,			120,		A
		MassPlateCarrierHolster_Winter,				*,			120,		A
		MassPlateCarrierHolster_ODG,				*,			120,		A
		PlateCarrierPouches,						*,			160,		A
		MassPlateCarrierPouches_Black,				*,			160,		A
		MassPlateCarrierPouches_PartizanM,			*,			160,		A
		MassPlateCarrierPouches_Winter,				*,			160,		A
		MassPlateCarrierPouches_ODG,				*,			160,		A
		MassLargePlateCarrierPouches,				*,			210,		A
		MassLargePlateCarrierPouches_Black,			*,			210,		A
		MassLargePlateCarrierPouches_Tan,			*,			210,		A
		MassTacticalBag,							*,			190,		A
		MassTacticalBagBlack,						*,			190,		A
		MassTacticalBagWD,							*,			190,		A
		rifleholster_camo_mung,						*,			400,		A
		rifleholster_camo_ucp_mung,					*,			400,		A
		rifleholster_black_mung,					*,			400,		A
	<Category> Bags
		AssaultBag_Black,							*,			130,		A
		AssaultBag_Green,							*,			130,		A
		AssaultBag_Ttsko,							*,			130,		A
		AliceBag_Black,								*,			250,		A
		AliceBag_Green,								*,			250,		A
		AliceBag_Camo,								*,			250,		A
		CoyoteBag_Brown,							*,			300,		A
		CoyoteBag_Green,							*,			300,		A
		MassCoyoteBPUrban,							*,			300,		A
		MassSlingBag,								*,			250,		A
		MassSlingBagDesert,							*,			250,		A
		MassSlingBagGorka,							*,			250,		A
		MassMolleBagBlack,							*,			400,		A
		MassMolleBagDesert,							*,			400,		A
		MassMolleBagGorka,							*,			400,		A
		MassLargeMollePouch,						*,			200,		A
		MassLargeMollePouchBlack,					*,			200,		A
		MassLargeMollePouchGorka,					*,			200,		A
		MassLargeMollePouchGreen,					*,			200,		A
		bag_6B38_camo_mung,							*,			500,		A
		bag_6B38_camo_mung,							*,			500,		A
		bag_6B38_LETO_mung,							*,			500,		A
		bag_6B38_Snow_mung,							*,			500,		A
		MassRuckBagDesert,							*,			500,		A
		MassRuckBagBlack,							*,			500,		A
		MassRuckBagGorka,							*,			500,		A
		MassRuckBagGreen,							*,			500,		A
	<Category> SQUAD MSF-C Multicam
		MSFC_JPC_Vest_Multicam,						*,			75,			A
		MSFC_TAC_TEC_Vest_Multicam,					*,			100,		A
		MSFC_TacticalCap_Multicam,					*,			24,			A
		MSFC_WarBelt_Multicam,						*,			275,		A
		MSFCEmpty_Mags_Bag_Multicam,				*,			100,		A
		MSFC_IFAK_Multicam,							*,			100,		A
		MSFC_Defender_Vest_Multicam,				*,			150,		A
		MSFCM65Multicam,							*,			350,		A
		MSFCPantsMulticam,							*,			70,			A
		MSFCPCU5MulticamComander,					*,			60,			A
		MSFCPCU5MulticamMedic,						*,			60,			A
		MSFCPCU5MulticamReconnaissance,				*,			60,			A
		MSFCPCU5MulticamSniper,						*,			60,			A
		MSFCPCU5MulticamSapper,						*,			60,			A
		MSFCPCU5MulticamMachineGun,					*,			60,			A
		MSFCPCU5MulticamEngineer,					*,			60,			A
		MSFCPCU5MulticamTrooper,					*,			60,			A
		MSFCCapMulticam,							*,			24,			A
		MSFCGorkaJMulticam,							*,			275,		A
		MSFCGorkaPMulticam,							*,			130,		A
		MSFCGlovesMulticam,							*,			55,			A
		MSFCBootsMulticam,							*,			185,		A
		MSFCUKVestMulticam,							*,			320,		A
		MSFCTShirtMulticam,							*,			20,			A
		MSFCTacVestMulticam,						*,			200,		A
		MSFCTacVestMulticamLogo,					*,			200,		A
		MSFCTacVestMulticamMedic,					*,			200,		A
		MSFCBeanieHatMulticam,						*,			32,			A
		MSFCBoonieHatMulticam,						*,			32,			A
		MSFCCoyoteBagMulticam,						*,			300,		A
		MSFCMulticamMask,							*,			30,			A
		MSFCMich2001Multicam,						*,			350,		A
		MSFCAssaultBagMulticam,						*,			130,		A
		MSFCAssaultBagMulticamMedic,				*,			130,		A
		MSFCHoodMulticam,							*,			300,		A
		MSFCBandanaMulticam,						*,			30,			A
		MSFCBandanaMulticamMask,					*,			30,			A
		MSFCPlateCarrierVestMulticam,				*,			210,		A
		MSFCPlateCarrierVestMulticamLogo,			*,			210,		A
		MSFCTortilaMulticam,						*,			180,		A
		MSFCAliceBagMulticam,						*,			250,		A
		MSFCNBCPantsMulticam,						*,			500,		A
		MSFCNBCJacketMulticam,						*,			500,		A
		MSFCNBCGlovesMulticam,						*,			150,		A
		MSFCNBCBootsMulticam,						*,			150,		A
		MSFCPlateCarrierVestMulticamMedic,			*,			210,		A
		MSFCMountainBagMulticam,					*,			360,		A
		MSFCPlateHolsterMulticam,					*,			120,		A
		MSFCPlatePouchesMulticam,					*,			160,		A
		MSFCPCU5MulticamSupply,						*,			60,			A
		MSFCGorkaHelmetMulticam,					*,			350,		A
		MSFCMich2000HelmetMulticam,					*,			350,		A
		MSFCSweaterMulticam,						*,			20,			A
		MSFCPressVestMulticam,						*,			90,			A
		MSFCPCU5MulticamPartComander,				*,			60,			A
		MSFCSmershVestMulticam,						*,			350,		A
		MSFCSmershBagMulticam,						*,			200,		A
		MSFCOpsCoreMulticam,						*,			100,		A
		MSFCTacticalMaskMulticam,					*,			60,			A
		MSFCSmershBagMedicMulticam,					*,			200,		A
		MSFCPCU5MulticamNoPatch,					*,			60,			A
		MSFCGorkaJMulticamNoPatch,					*,			275,		A
		MSFCBootsLowaMulticam,						*,			150,		A
		MSFCBootsTrekkingMulticam,					*,			185,		A
		MSFCBackpackPegasusMulticam,				*,			325,		A
		MSFCBackpackCargoMulticam,					*,			325,		A
		MSFCPouchCargoMulticam,						*,			160,		A
		MSFCPouchIFAKMulticam,						*,			100,		A
		MSFC_FaceMack_Multicam,						*,			85,			A
		MSFC_TacticalBelt_Multicam,					*,			100,		A
		MSFCLowaZephyrBootsMulticam,				*,			150,		A
		MSFC_TacticalBeltMedium_Multicam,			*,			100,		A
		MSFC_TacticalBeltSmall_Multicam,			*,			100,		A
		MSFC_TacticalBeltLite_Multicam,				*,			100,		A
		MSFC_BIG_BACKPACK_Multicam,					*,			500,		A
		MSFC_SMALL_BACKPACK_Multicam,				*,			325,		A
		MSFC_BottlePouch_Multicam,					*,			100,		A
		MSFC_G3Pants_Multicam,						*,			70,			A
	<Category> SQUAD MSF-C Multicam Black
		MSFC_JPC_Vest_MulticamBlack,				*,			75,			A
		MSFC_TAC_TEC_Vest_MulticamBlack,			*,			100,		A
		MSFC_TacticalCap_MulticamBlack,				*,			24,			A
		MSFC_WarBelt_MulticamBlack,					*,			275,		A
		MSFCEmpty_Mags_Bag_MulticamBlack,			*,			100,		A
		MSFC_IFAK_MulticamBlack,					*,			100,		A
		MSFC_Defender_Vest_MulticamBlack,			*,			150,		A
		MSFCM65MulticamBlack,						*,			350,		A
		MSFCPantsMulticamBlack,						*,			70,			A
		MSFCPCU5MulticamBlackComander,				*,			60,			A
		MSFCPCU5MulticamBlackMedic,					*,			60,			A
		MSFCPCU5MulticamBlackReconnaissance,		*,			60,			A
		MSFCPCU5MulticamBlackSniper,				*,			60,			A
		MSFCPCU5MulticamBlackSapper,				*,			60,			A
		MSFCPCU5MulticamBlackMachineGun,			*,			60,			A
		MSFCPCU5MulticamBlackEngineer,				*,			60,			A
		MSFCPCU5MulticamBlackTrooper,				*,			60,			A
		MSFCCapMulticamBlack,						*,			24,			A
		MSFCGorkaJMulticamBlack,					*,			275,		A
		MSFCGorkaPMulticamBlack,					*,			130,		A
		MSFCGlovesMulticamBlack,					*,			55,			A
		MSFCBootsMulticamBlack,						*,			185,		A
		MSFCUKVestMulticamBlack,					*,			320,		A
		MSFCTShirtMulticamBlack,					*,			20,			A
		MSFCTacVestMulticamBlack,					*,			200,		A
		MSFCTacVestMulticamBlackLogo,				*,			200,		A
		MSFCTacVestMulticamBlackMedic,				*,			200,		A
		MSFCBeanieHatMulticamBlack,					*,			32,			A
		MSFCBoonieHatMulticamBlack,					*,			20,			A
		MSFCCoyoteBagMulticamBlack,					*,			300,		A
		MSFCMulticamBlackMask,						*,			30,			A
		MSFCMich2001MulticamBlack,					*,			350,		A
		MSFCAssaultBagMulticamBlack,				*,			130,		A
		MSFCAssaultBagMulticamBlackMedic,			*,			130,		A
		MSFCHoodMulticamBlack,						*,			300,		A
		MSFCBandanaMulticamBlack,					*,			30,			A
		MSFCBandanaMulticamBlackMask,				*,			30,			A
		MSFCPlateCarrierVestMulticamBlack,			*,			210,		A
		MSFCPlateCarrierVestMulticamBlackLogo,		*,			210,		A
		MSFCTortilaMulticamBlack,					*,			180,		A
		MSFCAliceBagMulticamBlack,					*,			250,		A
		MSFCNBCPantsMulticamBlack,					*,			500,		A
		MSFCNBCJacketMulticamBlack,					*,			500,		A
		MSFCNBCGlovesMulticamBlack,					*,			150,		A
		MSFCNBCBootsMulticamBlack,					*,			150,		A
		MSFCPlateCarrierVestMulticamBlackMedic,		*,			210,		A
		MSFCMountainBagMulticamBlack,				*,			360,		A
		MSFCPlateHolsterMulticamBlack,				*,			120,		A
		MSFCPlatePouchesMulticamBlack,				*,			160,		A
		MSFCPCU5MulticamBlackSupply,				*,			60,			A
		MSFCGorkaHelmetMulticamBlack,				*,			350,		A
		MSFCMich2000HelmetMulticamBlack,			*,			350,		A
		MSFCSweaterMulticamBlack,					*,			20,			A
		MSFCPressVestMulticamBlack,					*,			90,			A
		MSFCPCU5MulticamBlackPartComander,			*,			100,		A
		MSFCSmershVestMulticamBlack,				*,			350,		A
		MSFCSmershBagMulticamBlack,					*,			100,		A
		MSFCOpsCoreMulticamBlack,					*,			100,		A
		MSFCTacticalMaskMulticamBlack,				*,			100,		A
		MSFCSmershBagMedicMulticamBlack,			*,			100,		A
		MSFCPCU5MulticamBlackNoPatch,				*,			60,			A
		MSFCGorkaJMulticamBlackNoPatch,				*,			275,		A
		MSFCBootsLowaMulticamBlack,					*,			150,		A
		MSFCBootsTrekkingMulticamBlack,				*,			185,		A
		MSFCBackpackPegasusMulticamBlack,			*,			325,		A
		MSFCBackpackCargoMulticamBlack,				*,			325,		A
		MSFCPouchCargoMulticamBlack,				*,			160,		A
		MSFCPouchIFAKMulticamBlack,					*,			100,		A
		MSFC_FaceMack_MulticamBlack,				*,			85,			A
		MSFC_TacticalBelt_MulticamBlack,			*,			100,		A
		MSFCLowaZephyrBootsMulticamBlack,			*,			150,		A
		MSFC_TacticalBeltMedium_MulticamBlack,		*,			100,		A
		MSFC_TacticalBeltSmall_MulticamBlack,		*,			100,		A
		MSFC_TacticalBeltLite_MulticamBlack,		*,			100,		A
		MSFC_BIG_BACKPACK_MulticamBlack,			*,			500,		A
		MSFC_SMALL_BACKPACK_MulticamBlack,			*,			325,		A
		MSFC_BottlePouch_MulticamBlack,				*,			100,		A
		MSFC_G3Pants_MulticamBlack,					*,			70,			A
	<Category> SQUAD MSF-C Multicam Tropic
		MSFC_JPC_Vest_MulticamTropic,				*,			75,			A
		MSFC_TAC_TEC_Vest_MulticamTropic,			*,			100,		A
		MSFC_TacticalCap_MulticamTropic,			*,			24,			A
		MSFC_WarBelt_MulticamTropic,				*,			275,		A
		MSFCEmpty_Mags_Bag_MulticamTropic,			*,			100,		A
		MSFC_IFAK_MulticamTropic,					*,			100,		A
		MSFC_Defender_Vest_MulticamTropic,			*,			150,		A
		MSFCM65MulticamTropic,						*,			350,		A
		MSFCPantsMulticamTropic,					*,			70,			A
		MSFCPCU5MulticamTropicComander,				*,			60,			A
		MSFCPCU5MulticamTropicMedic,				*,			60,			A
		MSFCPCU5MulticamTropicReconnaissance,		*,			60,			A
		MSFCPCU5MulticamTropicSniper,				*,			60,			A
		MSFCPCU5MulticamTropicSapper,				*,			60,			A
		MSFCPCU5MulticamTropicMachineGun,			*,			60,			A
		MSFCPCU5MulticamTropicEngineer,				*,			60,			A
		MSFCPCU5MulticamTropicTrooper,				*,			60,			A
		MSFCCapMulticamTropic,						*,			24,			A
		MSFCGorkaJMulticamTropic,					*,			275,		A
		MSFCGorkaPMulticamTropic,					*,			130,		A
		MSFCGlovesMulticamTropic,					*,			55,			A
		MSFCBootsMulticamTropic,					*,			185,		A
		MSFCUKVestMulticamTropic,					*,			320,		A
		MSFCTShirtMulticamTropic,					*,			20,			A
		MSFCTacVestMulticamTropic,					*,			200,		A
		MSFCTacVestMulticamTropicLogo,				*,			200,		A
		MSFCTacVestMulticamTropicMedic,				*,			200,		A
		MSFCBeanieHatMulticamTropic,				*,			32,			A
		MSFCBoonieHatMulticamTropic,				*,			20,			A
		MSFCCoyoteBagMulticamTropic,				*,			300,		A
		MSFCMulticamTropicMask,						*,			30,			A
		MSFCMich2001MulticamTropic,					*,			350,		A
		MSFCAssaultBagMulticamTropic,				*,			130,		A
		MSFCAssaultBagMulticamTropicMedic,			*,			130,		A
		MSFCHoodMulticamTropic,						*,			300,		A
		MSFCBandanaMulticamTropic,					*,			30,			A
		MSFCBandanaMulticamTropicMask,				*,			30,			A
		MSFCPlateCarrierVestMulticamTropic,			*,			210,		A
		MSFCPlateCarrierVestMulticamTropicLogo,		*,			210,		A
		MSFCTortilaMulticamTropic,					*,			180,		A
		MSFCAliceBagMulticamTropic,					*,			250,		A
		MSFCNBCPantsMulticamTropic,					*,			500,		A
		MSFCNBCJacketMulticamTropic,				*,			500,		A
		MSFCNBCGlovesMulticamTropic,				*,			150,		A
		MSFCNBCBootsMulticamTropic,					*,			150,		A
		MSFCPlateCarrierVestMulticamTropicMedic,	*,			210,		A
		MSFCMountainBagMulticamTropic,				*,			360,		A
		MSFCPlateHolsterMulticamTropic,				*,			120,		A
		MSFCPlatePouchesMulticamTropic,				*,			160,		A
		MSFCPCU5MulticamTropicSupply,				*,			60,			A
		MSFCGorkaHelmetMulticamTropic,				*,			350,		A
		MSFCMich2000HelmetMulticamTropic,			*,			350,		A
		MSFCSweaterMulticamTropic,					*,			20,			A
		MSFCPressVestMulticamTropic,				*,			90,			A
		MSFCPCU5MulticamTropicPartComander,			*,			60,			A
		MSFCSmershVestMulticamTropic,				*,			350,		A
		MSFCSmershBagMulticamTropic,				*,			200,		A
		MSFCOpsCoreMulticamTropic,					*,			100,		A
		MSFCTacticalMaskMulticamTropic,				*,			60,			A
		MSFCSmershBagMedicMulticamTropic,			*,			200,		A
		MSFCPCU5MulticamTropicNoPatch,				*,			60,			A
		MSFCGorkaJMulticamTropicNoPatch,			*,			275,		A
		MSFCBootsLowaMulticamTropic,				*,			150,		A
		MSFCBootsTrekkingMulticamTropic,			*,			185,		A
		MSFCBackpackPegasusMulticamTropic,			*,			325,		A
		MSFCBackpackCargoMulticamTropic,			*,			325,		A
		MSFCPouchCargoMulticamTropic,				*,			160,		A
		MSFCPouchIFAKMulticamTropic,				*,			100,		A
		MSFC_FaceMack_MulticamTropic,				*,			85,			A
		MSFC_TacticalBelt_MulticamTropic,			*,			100,		A
		MSFCLowaZephyrBootsMulticamTropic,			*,			150,		A
		MSFC_TacticalBeltMedium_MulticamTropic,		*,			100,		A
		MSFC_TacticalBeltSmall_MulticamTropic,		*,			100,		A
		MSFC_TacticalBeltLite_MulticamTropic,		*,			100,		A
		MSFC_BIG_BACKPACK_MulticamTropic,			*,			500,		A
		MSFC_SMALL_BACKPACK_MulticamTropic,			*,			325,		A
		MSFC_BottlePouch_MulticamTropic,			*,			100,		A
		MSFC_G3Pants_MulticamTropic,				*,			70,			A
    <Category> SQUAD MSF-C Multicam Snow
		MSFC_JPC_Vest_MulticamSnow,					*,			75,			A
		MSFC_TAC_TEC_Vest_MulticamSnow,				*,			100,		A
		MSFC_TacticalCap_MulticamSnow,				*,			24,			A
		MSFC_WarBelt_MulticamSnow,					*,			275,		A
		MSFCEmpty_Mags_Bag_MulticamSnow,			*,			100,		A
		MSFC_IFAK_MulticamSnow,						*,			100,		A
		MSFC_Defender_Vest_MulticamSnow,			*,			150,		A
		MSFCM65MulticamSnow,						*,			350,		A
		MSFCPantsMulticamSnow,						*,			70,			A
		MSFCPCU5MulticamSnowComander,				*,			60,			A
		MSFCPCU5MulticamSnowMedic,					*,			60,			A
		MSFCPCU5MulticamSnowReconnaissance,			*,			60,			A
		MSFCPCU5MulticamSnowSniper,					*,			60,			A
		MSFCPCU5MulticamSnowSapper,					*,			60,			A
		MSFCPCU5MulticamSnowMachineGun,				*,			60,			A
		MSFCPCU5MulticamSnowEngineer,				*,			60,			A
		MSFCPCU5MulticamSnowTrooper,				*,			60,			A
		MSFCCapMulticamSnow,						*,			24,			A
		MSFCGorkaJMulticamSnow,						*,			275,		A
		MSFCGorkaPMulticamSnow,						*,			130,		A
		MSFCGlovesMulticamSnow,						*,			55,			A
		MSFCBootsMulticamSnow,						*,			185,		A
		MSFCUKVestMulticamSnow,						*,			320,		A
		MSFCTShirtMulticamSnow,						*,			20,			A
		MSFCTacVestMulticamSnow,					*,			200,		A
		MSFCTacVestMulticamSnowLogo,				*,			200,		A
		MSFCTacVestMulticamSnowMedic,				*,			200,		A
		MSFCBeanieHatMulticamSnow,					*,			32,			A
		MSFCBoonieHatMulticamSnow,					*,			20,			A
		MSFCCoyoteBagMulticamSnow,					*,			300,		A
		MSFCMulticamSnowMask,						*,			30,			A
		MSFCMich2001MulticamSnow,					*,			350,		A
		MSFCAssaultBagMulticamSnow,					*,			130,		A
		MSFCAssaultBagMulticamSnowMedic,			*,			130,		A
		MSFCHoodMulticamSnow,						*,			300,		A
		MSFCBandanaMulticamSnow,					*,			30,			A
		MSFCBandanaMulticamSnowMask,				*,			30,			A
		MSFCPlateCarrierVestMulticamSnow,			*,			210,		A
		MSFCPlateCarrierVestMulticamSnowLogo,		*,			210,		A
		MSFCTortilaMulticamSnow,					*,			180,		A
		MSFCAliceBagMulticamSnow,					*,			250,		A
		MSFCNBCPantsMulticamSnow,					*,			500,		A
		MSFCNBCJacketMulticamSnow,					*,			500,		A
		MSFCNBCGlovesMulticamSnow,					*,			150,		A
		MSFCNBCBootsMulticamSnow,					*,			150,		A
		MSFCPlateCarrierVestMulticamSnowMedic,		*,			210,		A
		MSFCMountainBagMulticamSnow,				*,			360,		A
		MSFCPlateHolsterMulticamSnow,				*,			120,		A
		MSFCPlatePouchesMulticamSnow,				*,			160,		A
		MSFCPCU5MulticamSnowSupply,					*,			60,			A
		MSFCGorkaHelmetMulticamSnow,				*,			350,		A
		MSFCMich2000HelmetMulticamSnow,				*,			350,		A
		MSFCSweaterMulticamSnow,					*,			20,			A
		MSFCPressVestMulticamSnow,					*,			90,			A
		MSFCPCU5MulticamSnowPartComander,			*,			60,			A
		MSFCSmershVestMulticamSnow,					*,			350,		A
		MSFCSmershBagMulticamSnow,					*,			200,		A
		MSFCOpsCoreMulticamSnow,					*,			100,		A
		MSFCTacticalMaskMulticamSnow,				*,			60,			A
		MSFCSmershBagMedicMulticamSnow,				*,			200,		A
		MSFCPCU5MulticamSnowNoPatch,				*,			60,			A
		MSFCGorkaJMulticamSnowNoPatch,				*,			275,		A
		MSFCBootsLowaMulticamSnow,					*,			150,		A
		MSFCBootsTrekkingMulticamSnow,				*,			185,		A
		MSFCBackpackPegasusMulticamSnow,			*,			325,		A
		MSFCBackpackCargoMulticamSnow,				*,			325,		A
		MSFCPouchCargoMulticamSnow,					*,			160,		A
		MSFCPouchIFAKMulticamSnow,					*,			100,		A
		MSFC_FaceMack_MulticamSnow,					*,			85,			A
		MSFC_TacticalBelt_MulticamSnow,				*,			100,		A
		MSFCLowaZephyrBootsMulticamSnow,			*,			150,		A
		MSFC_TacticalBeltMedium_MulticamSnow,		*,			100,		A
		MSFC_TacticalBeltSmall_MulticamSnow,		*,			100,		A
		MSFC_TacticalBeltLite_MulticamSnow,			*,			100,		A
		MSFC_BIG_BACKPACK_MulticamSnow,				*,			500,		A
		MSFC_SMALL_BACKPACK_MulticamSnow,			*,			325,		A
		MSFC_BottlePouch_MulticamSnow,				*,			100,		A
		MSFC_G3Pants_MulticamSnow,					*,			70,			A
    <Category> SQUAD MSF-C SURPAT
		MSFC_JPC_Vest_SURPAT,						*,			75,			A
		MSFC_TAC_TEC_Vest_SURPAT,					*,			100,		A
		MSFC_TacticalCap_SURPAT,					*,			24,			A
		MSFC_WarBelt_SURPAT,						*,			275,		A
		MSFCEmpty_Mags_Bag_SURPAT,					*,			100,		A
		MSFC_IFAK_SURPAT,							*,			100,		A
		MSFC_Defender_Vest_SURPAT,					*,			150,		A
		MSFCM65SURPAT,								*,			350,		A
		MSFCPantsSURPAT,							*,			70,			A
		MSFCPCU5SURPATComander,						*,			60,			A
		MSFCPCU5SURPATMedic,						*,			60,			A
		MSFCPCU5SURPATReconnaissance,				*,			60,			A
		MSFCPCU5SURPATSniper,						*,			60,			A
		MSFCPCU5SURPATSapper,						*,			60,			A
		MSFCPCU5SURPATMachineGun,					*,			60,			A
		MSFCPCU5SURPATEngineer,						*,			60,			A
		MSFCPCU5SURPATTrooper,						*,			60,			A
		MSFCCapSURPAT,								*,			24,			A
		MSFCGorkaJSURPAT,							*,			275,		A
		MSFCGorkaPSURPAT,							*,			130,		A
		MSFCGlovesSURPAT,							*,			55,			A
		MSFCBootsSURPAT,							*,			185,		A
		MSFCUKVestSURPAT,							*,			320,		A
		MSFCTShirtSURPAT,							*,			20,			A
		MSFCTacVestSURPAT,							*,			200,		A
		MSFCTacVestSURPATLogo,						*,			200,		A
		MSFCTacVestSURPATMedic,						*,			200,		A
		MSFCBeanieHatSURPAT,						*,			32,			A
		MSFCBoonieHatSURPAT,						*,			20,			A
		MSFCCoyoteBagSURPAT,						*,			300,		A
		MSFCSURPATMask,								*,			30,			A
		MSFCMich2001SURPAT,							*,			350,		A
		MSFCAssaultBagSURPAT,						*,			130,		A
		MSFCAssaultBagSURPATMedic,					*,			130,		A
		MSFCHoodSURPAT,								*,			300,		A
		MSFCBandanaSURPAT,							*,			30,			A
		MSFCBandanaSURPATMask,						*,			30,			A
		MSFCPlateCarrierVestSURPAT,					*,			210,		A
		MSFCPlateCarrierVestSURPATLogo,				*,			210,		A
		MSFCTortilaSURPAT,							*,			180,		A
		MSFCAliceBagSURPAT,							*,			250,		A
		MSFCNBCPantsSURPAT,							*,			500,		A
		MSFCNBCJacketSURPAT,						*,			500,		A
		MSFCNBCGlovesSURPAT,						*,			150,		A
		MSFCNBCBootsSURPAT,							*,			150,		A
		MSFCPlateCarrierVestSURPATMedic,			*,			210,		A
		MSFCMountainBagSURPAT,						*,			360,		A
		MSFCPlateHolsterSURPAT,						*,			120,		A
		MSFCPlatePouchesSURPAT,						*,			160,		A
		MSFCPCU5SURPATSupply,						*,			60,			A
		MSFCGorkaHelmetSURPAT,						*,			350,		A
		MSFCMich2000HelmetSURPAT,					*,			350,		A
		MSFCSweaterSURPAT,							*,			20,			A
		MSFCPressVestSURPAT,						*,			90,			A
		MSFCPCU5SURPATPartComander,					*,			60,			A
		MSFCSmershVestSURPAT,						*,			350,		A
		MSFCSmershBagSURPAT,						*,			200,		A
		MSFCOpsCoreSURPAT,							*,			100,		A
		MSFCTacticalMaskSURPAT,						*,			60,			A
		MSFCSmershBagMedicSURPAT,					*,			200,		A
		MSFCPCU5SURPATNoPatch,						*,			60,			A
		MSFCGorkaJSURPATNoPatch,					*,			275,		A
		MSFCBootsLowaSURPAT,						*,			150,		A
		MSFCBootsTrekkingSURPAT,					*,			185,		A
		MSFCBackpackPegasusSURPAT,					*,			325,		A
		MSFCBackpackCargoSURPAT,					*,			325,		A
		MSFCPouchCargoSURPAT,						*,			160,		A
		MSFCPouchIFAKSURPAT,						*,			100,		A
		MSFC_FaceMack_SURPAT,						*,			85,			A
		MSFC_TacticalBelt_SURPAT,					*,			100,		A
		MSFCLowaZephyrBootsSURPAT,					*,			150,		A
		MSFC_TacticalBeltMedium_SURPAT,				*,			100,		A
		MSFC_TacticalBeltSmall_SURPAT,				*,			100,		A
		MSFC_TacticalBeltLite_SURPAT,				*,			100,		A
		MSFC_BIG_BACKPACK_SURPAT,					*,			500,		A
		MSFC_SMALL_BACKPACK_SURPAT,					*,			325,		A
		MSFC_BottlePouch_SURPAT,					*,			100,		A
		MSFC_G3Pants_SURPAT,						*,			70,			A
    <Category> SQUAD MSF-C SURPAT Desert
		MSFC_JPC_Vest_SURPATDesert,					*,			75,			A
		MSFC_TAC_TEC_Vest_SURPATDesert,				*,			100,		A
		MSFC_TacticalCap_SURPATDesert,				*,			24,			A
		MSFC_WarBelt_SURPATDesert,					*,			275,		A
		MSFCEmpty_Mags_Bag_SURPATDesert,			*,			100,		A
		MSFC_IFAK_SURPATDesert,						*,			100,		A
		MSFC_Defender_Vest_SURPATDesert,			*,			150,		A
		MSFCM65SURPATDesert,						*,			350,		A
		MSFCPantsSURPATDesert,						*,			70,			A
		MSFCPCU5SURPATDesertComander,				*,			60,			A
